district,season,rainfall_mm,avg_temp_C,humidity_%,pH,N_kg_ha,P_kg_ha,K_kg_ha,crop
Ramanagara,Kharif,834.9,21.0,55.4,5.76,132.26,43.01,70.21,Maize
Hassan,Rabi,1100.3,23.9,73.2,6.31,131.36,55.16,225.34,Arecanut
Shivamogga,Kharif,1526.0,21.7,49.1,5.89,97.46,57.34,54.53,Paddy
Mysuru,Kharif,1057.1,27.7,87.9,7.26,49.86,17.81,36.84,Ragi
Mysuru,Kharif,1185.9,19.0,42.9,6.39,90.66,54.83,76.68,Vegetables
Haveri,Year-round,671.1,27.4,33.6,8.06,79.15,35.32,40.76,Cotton
Mysuru,Rabi,855.9,19.3,51.2,6.2,30.71,46.44,29.74,Groundnut
Gadag,Kharif,774.4,24.9,63.3,6.8,79.7,24.11,44.86,Cotton
Shivamogga,Rabi,1890.0,22.2,76.4,5.37,41.58,16.07,23.35,Millets
Chitradurga,Summer,723.0,24.8,60.7,6.94,30.17,32.43,47.0,Groundnut
Mandya,Year-round,700.2,33.1,38.2,6.71,106.88,32.77,128.32,Sugarcane
Belagavi,Rabi,892.0,26.2,42.7,7.66,92.51,71.35,145.13,Arecanut
Ramanagara,Kharif,788.7,25.9,51.1,5.63,72.92,35.19,53.32,Maize
Shivamogga,Year-round,1588.7,29.9,78.8,5.33,90.15,38.56,131.81,Sugarcane
Dakshina Kannada,Kharif,2356.9,22.8,91.7,5.25,225.21,75.16,225.99,Rubber
Haveri,Kharif,787.5,30.7,76.6,7.86,31.77,33.53,55.19,Groundnut
Haveri,Year-round,740.5,29.2,31.5,8.04,59.27,25.0,23.9,Jowar
Gadag,Rabi,560.1,25.0,64.4,7.11,48.37,16.63,35.7,Jowar
Kalaburagi,Summer,510.9,30.8,45.7,7.52,90.22,40.13,59.35,Paddy
Udupi,Rabi,3964.1,27.3,89.8,6.2,136.17,28.46,49.99,Paddy
Udupi,Kharif,3613.5,29.7,67.5,5.36,46.13,36.67,48.4,Coconut
Mandya,Year-round,818.9,33.5,56.9,6.95,55.72,27.5,49.04,Coconut
Bagalkote,Rabi,650.5,29.3,71.2,7.0,117.17,42.69,90.13,Sugarcane
Bagalkote,Rabi,675.3,27.6,32.6,7.81,15.82,30.54,21.01,Pulses
Chitradurga,Rabi,572.0,25.3,66.5,7.51,87.66,34.32,31.95,Maize
Gadag,Kharif,613.3,26.4,63.9,6.95,54.56,11.26,33.31,Sorghum
Udupi,Kharif,2942.7,29.3,87.9,5.19,148.28,62.69,138.92,Arecanut
Belagavi,Year-round,1143.9,23.0,94.0,7.42,80.58,31.7,29.75,Rice
Haveri,Rabi,854.2,27.3,30.9,7.44,82.14,24.33,46.46,Cotton
Belagavi,Summer,1083.5,22.6,42.2,7.22,15.32,16.18,16.69,Pulses
Dakshina Kannada,Year-round,2597.3,30.7,81.1,5.31,192.05,142.37,333.47,Banana
Vijayapura,Year-round,673.3,32.7,70.2,7.17,147.93,58.27,137.38,Grapes
Vijayapura,Rabi,616.3,26.5,53.4,6.59,172.27,56.0,112.14,Grapes
Belagavi,Year-round,820.7,21.9,70.6,7.73,47.69,27.68,51.44,Rice
Bagalkote,Rabi,703.0,25.7,63.1,6.87,55.5,34.26,41.86,Sunflower
Mysuru,Kharif,819.2,28.9,58.5,6.66,69.74,53.33,46.79,Vegetables
Belagavi,Rabi,847.0,29.4,63.7,6.48,105.79,35.33,67.41,Maize
Mandya,Rabi,833.1,22.4,73.7,8.11,38.31,21.38,37.73,Ragi
Belagavi,Kharif,980.9,25.1,48.6,7.76,119.5,21.62,60.17,Maize
Mandya,Rabi,705.4,27.8,69.4,7.37,64.4,44.93,76.52,Paddy
Gadag,Rabi,618.0,27.4,44.3,6.55,87.66,27.33,41.28,Cotton
Bagalkote,Kharif,681.6,30.9,42.5,8.19,56.51,22.92,34.96,Sorghum
Ramanagara,Year-round,706.1,27.7,43.9,6.01,97.94,41.95,70.86,Maize
Belagavi,Kharif,881.4,21.9,74.0,7.31,13.89,26.93,41.09,Groundnut
Haveri,Kharif,675.7,31.7,77.4,7.62,78.2,22.68,33.85,Cotton
Ramanagara,Rabi,881.9,23.4,59.3,6.48,24.66,42.57,35.67,Groundnut
Dakshina Kannada,Kharif,3006.4,22.7,79.8,6.33,198.21,151.31,270.4,Banana
Hassan,Kharif,1153.3,23.9,57.2,7.65,84.58,44.31,67.6,Paddy
Mandya,Kharif,785.2,22.5,67.2,6.98,56.27,20.42,39.81,Coconut
Dharwad,Kharif,758.9,23.5,38.7,6.24,97.81,32.46,39.78,Wheat
Haveri,Rabi,649.3,31.6,69.6,6.73,91.82,33.11,53.35,Maize
Shivamogga,Kharif,1309.9,24.7,94.6,5.06,45.95,21.92,31.49,Millets
Gadag,Kharif,776.1,22.7,58.7,7.51,74.0,32.73,41.78,Cotton
Dharwad,Kharif,894.7,24.9,75.9,6.63,49.9,19.49,23.17,Jowar
Mandya,Kharif,749.3,21.7,79.0,7.42,41.49,24.7,41.96,Coconut
Mysuru,Kharif,984.9,23.5,87.5,8.06,58.92,29.95,44.01,Mango
Hassan,Rabi,804.6,26.4,48.8,7.15,47.0,51.85,68.25,Vegetables
Hassan,Rabi,1018.9,18.5,57.3,6.64,94.22,49.64,77.07,Vegetables
Chitradurga,Summer,626.1,28.5,42.7,6.69,97.94,41.7,56.28,Maize
Dakshina Kannada,Kharif,3584.0,25.2,79.4,5.33,184.19,105.74,323.31,Banana
Mysuru,Kharif,1040.4,27.9,92.3,7.75,36.8,31.14,27.55,Groundnut
Vijayapura,Kharif,594.4,32.6,50.2,7.01,28.79,22.5,12.3,Pulses
Bagalkote,Kharif,699.4,25.3,54.8,7.52,30.52,40.08,42.79,Groundnut
Chitradurga,Rabi,583.7,31.7,64.9,6.54,20.42,29.23,19.82,Pulses
Dakshina Kannada,Kharif,3267.1,24.5,56.7,6.16,128.71,72.83,152.74,Arecanut
Mandya,Rabi,883.3,31.5,50.2,7.33,67.7,20.56,53.01,Coconut
Haveri,Rabi,856.9,23.3,47.4,7.91,28.45,45.24,37.62,Groundnut
Udupi,Rabi,3128.9,23.9,55.7,5.87,95.52,46.13,83.83,Cashew
Bagalkote,Rabi,681.9,32.8,44.9,8.02,82.9,55.1,44.15,Wheat
Hassan,Rabi,920.4,20.0,62.4,6.51,115.22,26.92,122.57,Sugarcane
Shivamogga,Summer,1932.6,22.0,86.4,6.05,51.09,17.74,21.08,Millets
Udupi,Rabi,3588.4,24.3,40.0,5.57,83.6,42.16,60.35,Paddy
Shivamogga,Kharif,1820.4,18.3,80.5,5.54,192.37,61.52,204.3,Arecanut
Hassan,Kharif,882.8,29.0,70.8,7.43,87.12,37.97,58.21,Paddy
Hassan,Rabi,802.3,20.2,35.0,6.56,78.84,36.44,98.63,Coffee
Mysuru,Rabi,1175.5,28.1,50.5,6.97,23.17,41.13,52.24,Groundnut
Mandya,Kharif,706.5,26.8,55.1,7.76,98.24,34.45,153.06,Sugarcane
Belagavi,Year-round,959.3,27.0,92.1,6.25,53.94,25.67,43.45,Rice
Dharwad,Year-round,769.3,30.4,56.6,7.8,105.18,40.41,66.06,Maize
Haveri,Kharif,766.5,24.3,73.0,6.63,34.12,21.1,27.55,Jowar
Bagalkote,Year-round,629.4,33.7,77.4,8.17,118.89,41.15,154.58,Sugarcane
Hassan,Year-round,870.3,23.1,69.7,6.99,120.5,39.52,92.24,Coffee
Belagavi,Rabi,1131.3,23.0,82.8,6.93,112.67,43.69,50.26,Maize
Shivamogga,Kharif,1973.2,30.0,94.5,6.27,167.73,50.08,218.35,Arecanut
Bagalkote,Kharif,611.6,27.7,66.0,8.07,13.8,53.83,24.61,Groundnut
Dharwad,Rabi,833.5,34.0,71.8,7.55,91.33,35.07,62.04,Maize
Belagavi,Rabi,901.4,24.0,54.8,6.97,79.33,63.95,248.32,Arecanut
Ramanagara,Year-round,732.9,30.0,36.8,7.69,60.03,50.4,91.06,Tomato
Hassan,Kharif,924.8,28.9,87.9,6.85,109.42,65.68,195.32,Arecanut
Shivamogga,Rabi,2029.2,30.6,92.1,5.26,71.61,38.12,42.0,Paddy
Bagalkote,Summer,682.0,29.2,53.9,6.72,152.07,35.0,24.76,Wheat
Dharwad,Rabi,832.6,20.8,78.9,6.26,162.91,55.01,42.92,Wheat
Haveri,Kharif,650.4,33.7,60.9,6.84,75.17,45.61,66.8,Maize
Bagalkote,Year-round,618.8,25.7,35.1,7.64,42.97,21.08,34.94,Sorghum
Bagalkote,Kharif,610.6,32.0,50.9,7.15,16.36,14.82,29.15,Pulses
Chitradurga,Rabi,681.9,31.5,53.5,7.45,11.88,12.85,19.4,Pulses
Dharwad,Rabi,889.1,24.2,30.9,7.73,48.23,27.39,28.61,Jowar
Dakshina Kannada,Rabi,3580.8,23.9,54.4,6.2,51.69,59.39,125.09,Pepper
Mandya,Kharif,949.4,23.8,70.0,8.13,112.23,29.05,96.42,Sugarcane
Gadag,Rabi,593.0,28.3,49.2,7.86,52.58,22.32,40.68,Jowar
Chitradurga,Kharif,593.7,35.0,71.4,6.7,23.28,40.93,30.01,Groundnut
Kalaburagi,Rabi,470.7,36.7,45.5,7.61,124.85,50.24,90.94,Sugarcane
Bagalkote,Summer,781.0,28.3,54.4,7.58,49.24,23.63,49.02,Sorghum
Belagavi,Rabi,828.9,29.4,48.8,7.4,110.6,35.01,53.66,Maize
Belagavi,Rabi,1001.3,25.6,94.9,7.75,12.06,18.86,27.96,Pulses
Haveri,Kharif,858.6,32.7,39.7,6.3,112.53,53.28,67.99,Maize
Shivamogga,Summer,1603.2,24.9,49.4,5.89,83.2,36.77,53.03,Paddy
Dharwad,Kharif,850.2,26.4,47.2,6.99,113.14,46.8,70.93,Maize
Mandya,Kharif,973.4,22.3,60.3,7.34,45.42,39.11,83.41,Vegetables
Chitradurga,Kharif,645.6,23.0,74.6,5.71,78.72,25.17,25.23,Cotton
Bagalkote,Kharif,722.5,31.4,68.4,7.07,47.3,26.39,27.11,Sorghum
Chitradurga,Kharif,687.5,29.1,35.2,6.5,17.83,26.16,25.4,Pulses
Haveri,Rabi,853.6,25.6,47.7,7.14,20.87,17.24,20.78,Pulses
Bagalkote,Rabi,721.9,24.9,53.7,7.01,55.06,27.6,46.04,Sunflower
Mysuru,Summer,916.3,26.6,89.7,6.62,32.72,45.91,41.49,Groundnut
Haveri,Year-round,883.5,24.6,33.7,7.06,82.8,40.79,41.16,Cotton
Hassan,Kharif,975.8,21.6,65.1,7.82,95.46,44.31,83.57,Vegetables
Dakshina Kannada,Kharif,2030.7,26.3,73.3,5.27,104.36,71.85,122.11,Pepper
Gadag,Rabi,716.7,23.2,41.0,6.46,59.89,20.2,33.06,Jowar
Udupi,Kharif,3259.3,22.3,90.9,5.55,199.29,147.36,282.71,Banana
Dakshina Kannada,Kharif,3149.9,30.9,75.8,5.44,73.67,29.9,51.41,Coconut
Hassan,Rabi,947.4,18.8,74.2,7.1,90.06,43.46,113.48,Sugarcane
Hassan,Summer,954.9,25.2,68.3,6.36,73.09,65.3,126.13,Coffee
Bagalkote,Summer,630.6,24.7,40.8,7.78,114.67,31.49,186.77,Sugarcane
Mandya,Rabi,707.6,30.5,40.7,7.93,115.54,51.12,135.63,Sugarcane
Udupi,Kharif,3149.6,23.9,89.7,5.48,106.37,37.69,45.13,Paddy
Vijayapura,Summer,728.7,27.1,80.0,7.31,84.26,54.52,93.99,Onion
Ramanagara,Rabi,711.3,18.7,73.5,6.6,39.85,51.75,47.93,Groundnut
Gadag,Kharif,709.6,25.6,58.2,6.3,42.71,21.4,20.21,Sorghum
Haveri,Summer,839.6,33.3,60.4,7.59,34.28,37.16,46.18,Groundnut
Belagavi,Kharif,1085.2,20.5,61.3,8.18,81.22,38.57,73.83,Maize
Mandya,Kharif,750.1,30.0,67.7,8.02,62.16,17.34,26.01,Coconut
Vijayapura,Kharif,569.7,30.3,72.6,7.33,99.18,49.15,141.52,Sugarcane
Kalaburagi,Rabi,606.5,37.8,68.4,7.91,17.47,27.73,26.13,Pulses
Haveri,Kharif,758.7,32.5,53.1,7.05,83.6,33.64,63.62,Maize
Belagavi,Kharif,940.5,24.3,86.9,6.25,153.77,42.77,130.15,Sugarcane
Kalaburagi,Kharif,481.9,28.2,60.6,6.61,79.46,26.33,41.5,Sunflower
Dakshina Kannada,Year-round,2625.3,23.8,87.3,6.31,38.11,20.39,36.26,Coconut
Gadag,Rabi,758.8,27.5,30.2,6.42,91.34,21.28,39.86,Cotton
Vijayapura,Summer,550.9,33.4,31.6,6.32,52.23,15.34,33.68,Sorghum
Ramanagara,Kharif,883.0,29.6,45.7,6.83,140.88,89.18,134.26,Mulberry
Ramanagara,Kharif,781.2,34.0,45.4,7.43,57.58,33.67,42.3,Ragi
Gadag,Summer,600.6,22.6,59.9,6.95,50.53,26.06,35.17,Sorghum
Dharwad,Rabi,905.8,20.3,51.9,7.88,124.16,33.7,34.71,Wheat
Haveri,Rabi,855.4,32.9,55.3,7.1,137.92,47.39,59.04,Maize
Chitradurga,Kharif,712.1,27.8,42.7,5.51,100.36,49.0,51.64,Maize
Belagavi,Kharif,910.4,25.3,44.8,8.03,111.22,34.23,65.04,Maize
Ramanagara,Rabi,775.2,32.3,65.8,7.3,76.38,38.89,35.56,Ragi
Belagavi,Rabi,934.5,23.5,88.0,7.51,99.19,50.28,59.5,Maize
Haveri,Kharif,836.6,26.2,38.4,6.61,79.88,27.43,38.14,Cotton
Udupi,Kharif,2849.5,31.1,42.0,5.33,59.04,31.76,82.78,Cashew
Gadag,Kharif,581.4,35.3,53.2,6.76,47.36,23.19,34.81,Jowar
Vijayapura,Kharif,662.6,32.7,62.2,6.81,90.65,47.25,109.1,Sugarcane
Hassan,Kharif,1135.6,28.9,68.0,7.06,71.33,60.95,85.51,Coffee
Gadag,Rabi,731.5,34.9,56.7,6.55,21.3,16.37,19.22,Pulses
Vijayapura,Rabi,687.7,34.6,75.5,7.45,47.85,20.98,19.05,Sorghum
Mysuru,Kharif,1129.2,21.2,45.4,7.33,28.18,36.11,43.66,Groundnut
Kalaburagi,Kharif,452.6,34.8,77.3,7.51,57.35,35.78,37.2,Sunflower
Chitradurga,Summer,625.6,26.7,67.9,7.46,26.6,21.15,11.4,Pulses
Haveri,Kharif,795.1,31.1,67.5,7.33,99.8,30.81,33.96,Cotton
Dharwad,Rabi,756.8,27.7,31.2,6.62,129.95,54.03,33.3,Wheat
Haveri,Summer,769.9,29.3,57.5,6.55,41.68,20.89,24.28,Jowar
Udupi,Kharif,3110.3,24.6,93.9,5.45,137.98,69.58,213.37,Arecanut
Chitradurga,Rabi,581.9,34.9,43.5,5.76,65.01,17.33,23.5,Sorghum
Ramanagara,Rabi,882.4,19.6,72.6,6.59,34.63,40.06,31.21,Groundnut
Hassan,Year-round,971.8,23.8,47.6,6.51,167.11,79.85,215.28,Arecanut
Haveri,Summer,669.4,26.1,60.7,6.93,111.63,47.45,37.3,Maize
Kalaburagi,Kharif,411.4,32.5,54.2,7.03,49.18,22.78,32.37,Jowar
Dharwad,Rabi,884.2,27.1,51.7,6.82,76.68,43.0,62.79,Maize
Udupi,Rabi,3952.9,29.7,89.4,6.2,76.64,46.8,75.26,Cashew
Vijayapura,Rabi,573.1,37.8,53.5,6.39,128.21,37.82,175.86,Sugarcane
Chitradurga,Kharif,586.1,30.8,75.5,7.06,108.22,27.21,65.34,Maize
Mysuru,Kharif,1164.8,20.7,73.7,6.5,117.58,40.35,139.65,Sugarcane
Bagalkote,Rabi,732.4,28.7,70.6,6.71,130.98,33.4,47.83,Wheat
Bagalkote,Year-round,762.2,31.7,37.3,6.3,95.43,29.21,48.7,Cotton
Hassan,Kharif,1097.5,24.3,62.6,6.93,96.94,40.39,76.29,Paddy
Kalaburagi,Kharif,539.8,33.5,71.6,8.17,155.22,32.13,143.11,Sugarcane
Kalaburagi,Rabi,475.6,37.4,54.2,7.43,13.57,16.93,22.95,Pulses
Chitradurga,Rabi,501.5,29.1,79.9,5.54,64.92,35.17,41.39,Cotton
Dakshina Kannada,Rabi,2452.7,26.7,63.4,5.37,183.43,72.46,168.52,Rubber
Chitradurga,Kharif,707.5,33.9,41.0,5.65,28.65,39.97,37.16,Groundnut
Vijayapura,Summer,512.1,28.7,36.7,7.81,55.74,31.07,31.83,Sorghum
Ramanagara,Rabi,881.2,18.9,72.1,5.53,46.12,37.86,41.27,Ragi
Haveri,Rabi,833.7,30.7,33.0,6.27,41.78,25.26,19.46,Jowar
Udupi,Kharif,3702.9,31.2,81.6,6.15,178.31,135.87,271.48,Banana
Shivamogga,Year-round,1984.8,24.3,73.2,5.97,140.23,69.91,222.32,Arecanut
Mandya,Kharif,957.9,33.2,51.1,7.35,97.43,32.91,133.7,Sugarcane
Kalaburagi,Summer,623.6,27.4,66.4,8.04,82.58,53.02,58.43,Paddy
Chitradurga,Kharif,606.8,30.3,66.7,5.85,65.39,18.59,34.45,Sorghum
Vijayapura,Kharif,615.1,25.7,35.6,7.32,82.36,59.13,76.91,Onion
Shivamogga,Rabi,1390.5,20.1,74.1,5.94,211.59,44.65,193.83,Arecanut
Belagavi,Rabi,1087.1,27.3,49.8,8.05,24.92,24.12,29.75,Groundnut
Dharwad,Year-round,969.2,21.9,53.8,6.79,39.86,42.78,23.06,Groundnut
Bagalkote,Rabi,664.7,28.8,59.8,6.21,55.24,12.24,24.47,Sorghum
Bagalkote,Kharif,629.4,29.5,37.2,6.25,33.94,40.7,43.07,Groundnut
Kalaburagi,Kharif,536.5,26.1,52.5,7.02,124.01,35.27,90.69,Sugarcane
Kalaburagi,Rabi,502.0,26.5,59.2,6.35,151.22,52.49,108.06,Sugarcane
Mysuru,Kharif,1066.5,25.7,51.3,6.43,154.37,42.08,101.6,Sugarcane
Mysuru,Rabi,1126.0,22.5,94.0,7.22,97.03,40.74,51.83,Paddy
Mysuru,Kharif,922.0,23.0,63.1,7.86,84.76,71.39,121.84,Vegetables
Ramanagara,Kharif,782.4,18.5,71.0,7.74,112.05,37.56,52.94,Maize
Gadag,Kharif,606.8,24.4,35.3,6.6,25.11,25.05,37.22,Groundnut
Belagavi,Kharif,836.7,21.3,66.3,6.73,159.67,65.19,227.14,Arecanut
Vijayapura,Rabi,724.5,26.0,56.9,6.3,136.69,58.99,106.57,Sugarcane
Chitradurga,Rabi,673.2,29.4,51.7,7.24,92.2,27.46,41.46,Cotton
Mysuru,Kharif,1027.5,25.8,86.7,6.21,38.96,22.22,23.84,Ragi
Mandya,Kharif,899.5,31.8,48.0,7.08,106.63,42.82,60.93,Paddy
Haveri,Rabi,659.3,27.8,74.4,7.09,120.54,45.34,67.66,Maize
Dharwad,Rabi,788.8,24.6,78.0,7.03,108.91,31.72,51.04,Wheat
Vijayapura,Rabi,567.8,29.0,71.6,7.07,21.3,18.72,21.79,Pulses
Vijayapura,Kharif,600.5,36.6,43.0,6.71,88.35,64.56,68.77,Onion
Mandya,Kharif,795.5,28.7,38.2,6.69,42.67,21.11,41.15,Ragi
Kalaburagi,Rabi,570.1,36.6,78.5,7.09,157.66,42.52,112.68,Sugarcane
Haveri,Rabi,623.3,33.5,73.9,7.79,56.7,21.38,36.07,Jowar
Bagalkote,Year-round,675.6,31.5,75.6,7.35,24.73,47.17,36.8,Groundnut
Haveri,Summer,778.8,32.7,38.6,7.52,38.18,40.01,50.67,Groundnut
Haveri,Kharif,670.5,27.3,37.8,6.25,31.61,27.44,30.37,Jowar
Dharwad,Kharif,779.7,26.2,65.6,7.62,107.49,36.57,58.4,Maize
Dakshina Kannada,Year-round,2092.7,27.5,65.7,5.37,135.32,62.8,192.07,Arecanut
Bagalkote,Kharif,772.3,32.3,44.1,6.99,107.38,37.42,114.9,Sugarcane
Dakshina Kannada,Summer,2059.6,31.3,69.0,6.45,220.6,85.67,187.33,Rubber
Hassan,Kharif,891.4,23.1,57.9,7.69,70.91,66.29,119.06,Coffee
Bagalkote,Kharif,606.7,28.8,44.9,7.19,49.64,25.32,16.41,Sorghum
Udupi,Kharif,3042.2,25.9,51.1,6.31,72.65,29.4,74.37,Cashew
Hassan,Rabi,1176.5,28.2,86.4,8.17,175.11,60.49,223.81,Arecanut
Gadag,Year-round,511.9,32.7,38.4,6.65,43.33,26.49,29.7,Jowar
Mysuru,Year-round,884.6,25.8,69.4,6.64,67.97,46.19,109.55,Vegetables
Haveri,Rabi,702.1,25.8,77.8,7.94,91.86,35.71,35.98,Cotton
Kalaburagi,Rabi,498.4,35.5,39.2,8.16,46.77,23.78,25.86,Jowar
Udupi,Kharif,3388.7,29.6,50.5,6.32,77.88,33.94,41.07,Coconut
Chitradurga,Summer,572.9,23.7,70.3,6.62,50.35,13.9,24.77,Sorghum
Mandya,Kharif,748.3,26.0,36.6,6.48,93.15,56.69,45.09,Paddy
Chitradurga,Year-round,518.1,34.3,56.2,7.54,51.91,26.5,32.56,Cotton
Dakshina Kannada,Kharif,3344.5,31.5,66.7,6.38,134.66,38.32,58.82,Paddy
Haveri,Rabi,852.0,25.5,76.6,8.13,134.6,45.6,46.96,Maize
Gadag,Kharif,685.6,33.7,55.8,6.48,23.62,18.93,23.96,Pulses
Shivamogga,Year-round,1253.1,21.3,90.5,6.5,147.22,51.77,219.72,Arecanut
Shivamogga,Kharif,1234.3,26.4,58.3,5.01,33.69,15.2,23.42,Millets
Chitradurga,Year-round,503.9,22.9,35.0,6.82,125.66,36.08,51.85,Maize
Ramanagara,Kharif,876.6,21.6,72.4,7.27,176.09,67.79,134.4,Mulberry
Chitradurga,Kharif,574.2,29.9,42.5,6.15,49.35,25.12,30.8,Sorghum
Hassan,Year-round,1149.1,22.9,49.3,7.92,97.57,54.1,86.0,Vegetables
Mandya,Summer,875.9,21.1,42.9,7.32,59.04,26.94,37.15,Coconut
Kalaburagi,Rabi,610.4,37.8,52.1,6.22,167.78,54.64,77.88,Paddy
Vijayapura,Rabi,677.6,25.4,32.0,7.85,18.3,27.33,20.16,Pulses
Chitradurga,Year-round,737.4,24.1,34.1,7.18,39.69,37.36,51.83,Groundnut
Haveri,Summer,750.0,27.1,38.6,7.18,77.46,37.48,53.71,Maize
Bagalkote,Rabi,727.3,30.9,63.4,7.74,163.57,37.29,109.73,Sugarcane
Vijayapura,Year-round,694.1,24.1,55.1,6.56,105.08,61.78,108.95,Grapes
Chitradurga,Year-round,545.7,24.0,77.3,5.8,90.15,29.65,50.57,Maize
Kalaburagi,Year-round,491.4,24.5,76.8,7.87,68.96,42.71,67.67,Paddy
Ramanagara,Rabi,998.8,32.4,41.2,6.28,39.15,31.07,55.1,Groundnut
Ramanagara,Kharif,949.3,23.6,62.0,7.54,80.1,61.19,88.65,Tomato
Dharwad,Kharif,817.2,30.7,52.3,6.3,25.17,23.75,42.12,Groundnut
Belagavi,Rabi,988.5,31.5,63.9,7.0,56.62,31.79,24.0,Rice
Belagavi,Year-round,1009.5,31.8,43.3,6.68,121.07,37.1,60.21,Maize
Bagalkote,Kharif,765.5,28.5,37.5,6.88,73.42,38.57,50.2,Cotton
Ramanagara,Rabi,742.2,21.5,54.1,6.32,29.01,35.96,48.15,Groundnut
Chitradurga,Kharif,522.4,32.3,79.7,7.65,31.72,49.18,48.44,Groundnut
Belagavi,Kharif,963.6,28.4,75.1,7.77,136.8,42.07,70.59,Maize
Ramanagara,Kharif,946.7,26.7,52.0,7.42,116.77,85.95,119.28,Mulberry
Chitradurga,Kharif,514.0,27.7,32.6,7.65,66.93,42.7,44.2,Maize
Mysuru,Kharif,807.4,18.9,74.4,7.81,58.34,35.13,39.71,Mango
Belagavi,Kharif,982.9,26.6,45.8,7.74,33.28,30.86,21.74,Groundnut
Mysuru,Kharif,895.7,26.3,52.2,6.87,34.62,23.81,38.21,Mango
Hassan,Rabi,957.4,19.6,67.9,7.24,125.76,56.07,55.61,Paddy
Ramanagara,Rabi,905.0,27.4,86.3,7.18,64.57,19.12,46.72,Ragi
Dharwad,Summer,920.8,27.2,80.6,7.12,117.53,61.2,61.58,Maize
Belagavi,Kharif,855.0,32.0,32.5,6.5,8.76,9.79,21.13,Pulses
Belagavi,Kharif,833.3,22.2,41.0,6.34,107.9,27.14,43.4,Maize
Haveri,Summer,864.4,25.7,62.7,6.28,11.82,40.65,44.71,Groundnut
Mandya,Kharif,815.2,26.6,73.4,7.37,49.97,7.14,36.69,Ragi
Mandya,Summer,848.7,32.2,68.8,6.67,51.11,18.84,31.95,Ragi
Kalaburagi,Kharif,578.6,28.8,41.3,7.18,14.74,33.52,28.68,Pulses
Kalaburagi,Kharif,408.0,30.5,32.9,7.37,60.3,22.97,40.56,Sunflower
Haveri,Summer,871.0,22.1,40.8,6.27,37.41,44.89,52.23,Groundnut
Vijayapura,Kharif,532.0,33.0,53.4,6.25,17.83,25.5,17.6,Pulses
Kalaburagi,Kharif,613.2,37.7,65.6,7.9,29.21,16.53,20.1,Pulses
Haveri,Rabi,686.9,28.3,34.0,6.63,26.47,49.82,41.33,Groundnut
Mandya,Kharif,774.6,25.3,70.9,6.58,128.06,60.39,26.07,Vegetables
Udupi,Year-round,3462.6,28.7,85.8,5.27,127.59,83.96,157.27,Arecanut
Udupi,Rabi,3613.1,29.0,89.0,5.49,74.08,35.99,97.28,Cashew
Udupi,Rabi,3438.2,25.9,94.4,5.11,38.91,28.02,53.66,Coconut
Belagavi,Kharif,1057.7,22.0,93.7,7.6,25.22,39.4,37.5,Groundnut
Bagalkote,Rabi,615.3,31.1,49.7,6.66,61.04,33.11,49.11,Sunflower
Mysuru,Summer,1057.7,30.9,61.0,6.84,35.38,51.05,38.64,Groundnut
Vijayapura,Rabi,716.7,28.5,30.7,8.0,88.18,65.09,120.48,Grapes
Haveri,Year-round,842.6,33.0,51.4,7.45,27.46,17.05,30.45,Pulses
Bagalkote,Rabi,786.5,26.5,66.7,7.31,96.26,32.45,46.02,Wheat
Gadag,Summer,725.9,24.1,50.0,6.63,11.65,38.1,51.17,Groundnut
Gadag,Year-round,683.4,23.0,73.2,7.65,57.25,12.55,28.5,Sorghum
Shivamogga,Kharif,1716.6,24.4,58.7,5.85,77.8,37.36,81.47,Sugarcane
Haveri,Year-round,789.0,30.9,71.8,7.67,16.06,19.5,16.14,Pulses
Bagalkote,Rabi,753.2,27.8,53.9,7.65,71.95,23.88,37.75,Cotton
Dakshina Kannada,Kharif,3218.2,22.1,94.4,6.2,95.56,60.45,112.74,Pepper
Mandya,Kharif,726.2,29.2,75.6,7.51,58.55,25.33,41.04,Coconut
Gadag,Kharif,590.0,22.7,67.2,6.24,25.79,23.36,13.58,Pulses
Mysuru,Rabi,840.8,18.9,47.4,6.63,29.55,47.38,41.64,Groundnut
Mysuru,Rabi,936.5,31.5,72.7,7.57,85.62,51.34,73.46,Paddy
Mysuru,Kharif,810.4,25.9,34.8,7.99,61.74,34.85,21.65,Mango
Mandya,Summer,758.6,22.0,31.3,6.7,128.99,31.67,129.77,Sugarcane
Haveri,Kharif,632.9,27.9,48.9,7.44,116.91,47.97,56.67,Maize
Dharwad,Rabi,936.7,33.0,46.5,7.26,30.82,38.76,40.26,Groundnut
Mysuru,Kharif,957.3,21.0,81.8,7.7,79.29,23.88,49.56,Vegetables
Bagalkote,Rabi,666.9,27.4,78.0,6.51,27.69,53.51,43.71,Groundnut
Dharwad,Kharif,869.7,32.6,54.8,6.29,22.46,21.57,15.09,Pulses
Kalaburagi,Rabi,444.9,30.2,38.8,6.78,84.01,42.69,57.62,Paddy
Dakshina Kannada,Summer,2989.2,22.8,94.2,6.2,112.52,64.36,183.99,Arecanut
Vijayapura,Summer,547.7,24.5,62.6,6.56,74.76,82.01,76.18,Grapes
Shivamogga,Rabi,1049.3,19.0,57.9,5.2,126.87,50.33,176.74,Arecanut
Hassan,Rabi,898.5,29.2,67.8,6.73,79.79,53.03,75.9,Vegetables
